Date,GOOG,APPL,AMZN,TSLA,NFLX,FB,SBUX
2016-09-08,1260600,53002000,2026400,3370000,5198200,15676600,12666800
2016-09-09,1885500,46557000,4257300,3757000,7373300,27100700,10658100
2016-09-12,1311000,45292800,3124700,3715200,7718400,21252800,11002500
2016-09-13,1395000,62176200,3117200,3589400,11788100,18016200,10050200
2016-09-14,1087400,110888700,2523000,2254500,8481000,15691100,6688400
2016-09-15,1305100,89983600,3034000,3077200,5293500,15077200,8076800
2016-09-16,2049300,79886900,5499200,3107800,9445100,24119200,10207800
2016-09-19,1171100,47023000,2292500,2297000,8608800,14958800,9224000
2016-09-20,978600,34514300,1937200,2410500,4736800,11083800,8731500
2016-09-21,1167800,36003200,2718600,2633500,20042200,14068300,9213600
2016-09-22,1486200,31074000,4078900,2382900,11215000,15538300,9096700
2016-09-23,1411900,52481200,2353500,2905200,6179500,28326300,6945100
2016-09-26,1533200,29869400,2651400,2394400,6739200,15064900,7755600
2016-09-27,1153200,24607400,3819600,3373200,9680100,15637100,6463700
2016-09-28,1109800,29641100,4422100,2088400,7235100,12047600,8593500
2016-09-29,1314700,35887000,4922200,2727000,6217600,14532200,11993500
2016-09-30,1585300,36379100,4430600,2586300,9807900,18402900,13767800
2016-10-03,1278800,21701800,2769400,5999900,15344500,13156900,5478600
2016-10-04,1201400,29736800,2950300,3541500,12143100,14307500,6176400
2016-10-05,1461200,21453100,3469100,1877500,12942900,12386800,7451400
2016-10-06,1070700,28779300,2684000,4703400,6587700,11682700,6130300
2016-10-07,933200,24358400,2426200,3493000,8659500,12804400,7279700
2016-10-10,1161400,36236000,1818000,3303100,6679100,15138700,7204500
2016-10-11,1372500,64041000,3588200,2328400,9032900,17537900,9720400
2016-10-12,937400,37586800,2380400,1970700,7426500,11073000,6320500
2016-10-13,1365300,35192400,3091400,2494600,8319300,17139300,6958100
2016-10-14,852500,35652200,2999800,4269900,9531100,13345300,6430100
2016-10-17,1093000,23624900,3361500,4554100,26589500,11351700,5223500
2016-10-18,1995600,24553500,2480800,5669000,42053700,13504000,6517700
2016-10-19,1766800,20034600,2090700,6991200,21981700,16752300,9095300
2016-10-20,1757500,24125800,3152000,5072900,14492800,13167500,9286800
2016-10-21,1266200,23192700,2793000,2943400,18832400,19088800,6767200
2016-10-24,1697500,23538700,4060900,2751600,15980700,17470200,6919700
2016-10-25,1576400,48129000,3248400,2445000,8253900,13336800,6052800
2016-10-26,1647700,66134200,3998100,5632800,8602400,13084700,5817800
2016-10-27,2749200,34562000,7406400,13093700,6914200,16741400,7900000
2016-10-28,4269900,37861700,10841100,4280100,7077300,24545500,6620300
2016-10-31,2427300,26419400,5413300,4692300,6517500,15669000,9142500
2016-11-01,2406400,43825800,5305400,7060000,6978600,22077800,15425800
2016-11-02,1872400,28331700,5026500,4253400,4816500,39640900,10851700
2016-11-03,1943200,26932600,3872500,2653000,5041300,63766300,21847300
2016-11-04,2134800,30837000,5122100,5146000,5077700,30545500,21956800
2016-11-07,1585100,32560000,5984400,3870100,5827100,23008900,14916800
2016-11-08,1350800,24054500,3373300,3251400,4667300,19367800,9307900
2016-11-09,2607100,59176400,8562900,8173100,7705700,31916000,13727800
2016-11-10,4745200,57134500,12747000,6750300,19718700,67846700,13621700
2016-11-11,2431800,34094100,6622800,3988500,11080300,32804000,8436400
2016-11-14,3631700,51175500,7283200,6542200,9923700,51377000,10488800
2016-11-15,2384000,32264500,6755800,3902000,7445100,34681400,9588000
2016-11-16,1465200,58840500,3601400,3430400,5924800,32397900,10774600
2016-11-17,1304000,27632000,3690100,4887100,6232700,18597800,8744500
